model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tata Tigor,XZ+,Grey,Electric,Manual,846290.93,2022-11-04,2022-12-10,Karnataka,20.3,0,34.1,6.7,5,179.6,417
Tata Harrier,XE,Orange,Electric,Automatic,2026946.25,2024-01-27,2024-02-08,Madhya Pradesh,16.0,0,46.7,8.1,7,165.9,325
Tata Safari,XM,Blue,Petrol,Manual,1739030.88,2023-08-08,2023-08-28,Uttar Pradesh,14.6,1.4,0,0,7,176.4,395
Tata Altroz,XM,Green,Petrol,Automatic,624572.73,2023-12-26,2024-04-28,Odisha,21.7,1.9,0,0,5,191.4,284
Tata Punch,XZ+ Lux,Bronze,Diesel,Manual,623743.0,2024-05-30,2024-11-08,Telangana,20.5,2.0,0,0,5,172.9,422
Tata Nexon,XZ+,Green,Electric,Manual,1030124.81,2023-05-12,2023-09-09,Tamil Nadu,19.7,0,30.7,7.7,5,201.3,330
Tata Safari,XZ,Red,Diesel,Automatic,1743090.87,2023-01-29,2023-03-01,Rajasthan,14.6,1.2,0,0,5,182.0,432
Tata Altroz,XZ+ Lux,Orange,Petrol,Automatic,721837.13,2024-04-17,2024-10-12,West Bengal,20.4,1.4,0,0,5,176.4,352
Tata Punch,XE,Copper,Petrol,Automatic,670933.34,2023-02-23,2023-06-14,Gujarat,23.7,1.5,0,0,5,173.3,444
Tata Safari,XZ,Orange,Petrol,Automatic,1878644.28,2024-01-11,2024-03-18,Telangana,15.0,1.9,0,0,5,192.4,343
Tata Nexon,XZ+ Lux,Red,Diesel,Manual,747202.15,2022-10-07,2022-11-30,Uttar Pradesh,21.3,1.3,0,0,5,190.2,358
Tata Harrier,XZ,Blue,Petrol,Automatic,1403540.88,2024-04-15,2024-04-29,West Bengal,14.8,1.1,0,0,5,165.8,289
Tata Harrier,XM,Green,Electric,Automatic,1672988.83,2023-12-13,2024-01-08,Tamil Nadu,15.1,0,45.9,6.5,5,184.2,432
Tata Punch,XZ+,Bronze,Diesel,Automatic,997395.6,2024-01-05,2024-05-08,Bihar,19.0,1.3,0,0,5,192.5,360
Tata Safari,XZ,Blue,Petrol,Manual,1812989.98,2024-04-08,2024-06-13,Delhi,14.8,1.6,0,0,5,185.3,410
Tata Safari,XE,Black,Electric,Manual,2135148.34,2023-08-22,2023-12-28,Gujarat,14.6,0,35.8,6.9,5,166.9,401
Tata Harrier,XM,White,Petrol,Manual,2269655.66,2023-01-09,2023-06-04,Punjab,16.5,1.7,0,0,5,203.6,383
Tata Harrier,XZ+,Black,Electric,Manual,2300290.32,2022-11-08,2022-12-03,Delhi,16.7,0,48.6,7.8,7,183.9,418
Tata Altroz,XZ+,Red,Electric,Automatic,671459.5,2023-04-30,2023-09-28,Haryana,20.1,0,36.4,8.6,5,178.8,279
Tata Tiago,XZ,Green,CNG,Automatic,625398.36,2023-11-04,2024-01-17,Karnataka,25.5,2.0,0,0,5,195.0,325
Tata Tigor,XZ,Silver,Diesel,Automatic,699072.22,2024-01-12,2024-05-03,Bihar,20.8,1.0,0,0,5,201.6,321
Tata Harrier,XM,Orange,Diesel,Manual,1959716.84,2024-08-31,2024-09-18,Delhi,14.4,1.1,0,0,7,206.0,397
Tata Safari,XZ+,Orange,Petrol,Automatic,1856973.08,2024-02-13,2024-07-12,West Bengal,16.4,1.6,0,0,7,193.4,376
Tata Nexon,XE,Orange,Diesel,Automatic,1088954.13,2024-01-02,2024-04-13,Rajasthan,21.5,1.5,0,0,5,195.1,335
Tata Safari,XZ+,Bronze,Petrol,Manual,1704894.78,2024-03-20,2024-08-25,Maharashtra,14.7,1.1,0,0,7,180.1,256
Tata Tiago,XZ+ Lux,Blue,Diesel,Manual,564385.48,2024-06-12,2024-09-20,Odisha,25.5,1.1,0,0,5,178.3,291
Tata Tigor,XZ+ Lux,Red,Diesel,Automatic,786272.05,2023-09-14,2023-10-01,Haryana,22.7,1.2,0,0,5,181.7,361
Tata Nexon,XM,Silver,Petrol,Automatic,1073262.19,2024-04-16,2024-08-01,Odisha,18.8,1.4,0,0,5,207.3,431
Tata Safari,XZ+ Lux,Orange,Petrol,Manual,2403307.28,2024-03-23,2024-04-02,Odisha,15.5,1.4,0,0,7,200.9,267
Tata Altroz,XZ+,Blue,Electric,Manual,775843.91,2024-01-03,2024-06-19,Maharashtra,24.3,0,36.0,9.6,5,174.8,432
Tata Nexon,XZ,Green,Petrol,Manual,788459.36,2023-10-18,2024-04-11,West Bengal,21.3,1.2,0,0,5,175.7,262
Tata Harrier,XZ+,Silver,Petrol,Automatic,1667902.52,2023-01-07,2023-04-03,Punjab,14.4,1.9,0,0,7,209.2,379
Tata Nexon,XZ,Copper,Petrol,Automatic,754794.77,2024-03-25,2024-04-21,Uttar Pradesh,19.1,1.4,0,0,5,189.7,365
Tata Safari,XM,Bronze,Diesel,Automatic,1563983.22,2023-11-22,2024-04-16,Tamil Nadu,16.2,1.8,0,0,5,191.6,370
Tata Nexon,XZ+ Lux,Green,Petrol,Automatic,1146670.84,2024-02-29,2024-07-27,Uttar Pradesh,16.3,1.7,0,0,5,181.4,365
Tata Punch,XZ+ Lux,Blue,Petrol,Manual,780024.83,2023-08-28,2024-01-17,Karnataka,21.0,1.1,0,0,5,201.7,354
Tata Safari,XZ+ Lux,Red,Petrol,Manual,2041372.24,2024-02-08,2024-06-23,Tamil Nadu,14.7,1.1,0,0,7,182.2,352
Tata Tiago,XZ+,Red,Electric,Manual,562696.34,2023-01-30,2023-06-02,Kerala,21.4,0,44.4,9.9,5,193.8,318
Tata Harrier,XZ+ Lux,Black,Diesel,Automatic,1813728.17,2022-12-12,2023-01-31,Telangana,16.3,1.9,0,0,7,171.6,323
Tata Punch,XE,Copper,Petrol,Manual,647459.1,2024-03-19,2024-08-31,Odisha,23.0,1.8,0,0,5,190.4,389
Tata Altroz,XZ+,Silver,Petrol,Manual,842674.48,2024-03-21,2024-08-22,Tamil Nadu,21.2,1.8,0,0,5,176.5,414
Tata Altroz,XM,White,Electric,Manual,945983.59,2023-01-30,2023-06-16,Odisha,19.8,0,32.8,9.4,5,195.3,325
Tata Punch,XZ+ Lux,Blue,Petrol,Automatic,619619.44,2023-03-30,2023-05-11,Madhya Pradesh,22.0,1.4,0,0,5,208.7,387
Tata Tigor,XE,Silver,Electric,Manual,837430.3,2024-05-17,2024-08-02,Punjab,21.7,0,38.7,9.6,5,193.3,385
Tata Punch,XM,Black,Electric,Automatic,741296.8,2023-10-05,2023-11-27,West Bengal,18.5,0,43.7,6.9,5,206.1,426
Tata Harrier,XZ+,Bronze,Diesel,Automatic,1903029.01,2023-01-20,2023-01-21,Tamil Nadu,15.1,1.3,0,0,7,186.7,296
Tata Tiago,XZ,White,Diesel,Manual,524684.78,2024-06-01,2024-08-24,Maharashtra,20.7,1.8,0,0,5,187.6,413
Tata Altroz,XE,Silver,Electric,Manual,761694.25,2024-03-04,2024-04-16,Madhya Pradesh,23.8,0,36.8,6.7,5,174.0,292
Tata Altroz,XZ+ Lux,Bronze,CNG,Manual,654089.48,2023-02-19,2023-06-14,Maharashtra,24.6,1.3,0,0,5,165.4,357
Tata Tiago,XZ+ Lux,White,Petrol,Automatic,587381.98,2024-06-27,2024-10-29,Madhya Pradesh,26.0,1.3,0,0,5,202.4,410
Tata Punch,XZ,Orange,Petrol,Manual,858754.05,2023-02-02,2023-05-19,West Bengal,21.8,1.9,0,0,5,203.6,266
Tata Nexon,XZ+ Lux,White,Diesel,Manual,877972.05,2023-10-12,2024-02-07,Uttar Pradesh,17.5,1.9,0,0,5,198.9,319
Tata Tiago,XZ+ Lux,Orange,Petrol,Automatic,690292.17,2022-10-05,2022-12-18,Punjab,24.7,1.3,0,0,5,170.8,353
Tata Punch,XZ,Copper,Diesel,Manual,721894.59,2023-09-05,2024-03-01,Kerala,20.0,1.7,0,0,5,173.8,359
Tata Tiago,XM,White,Petrol,Automatic,704892.36,2023-05-27,2023-09-06,West Bengal,20.6,1.2,0,0,5,176.5,353
Tata Tigor,XZ+ Lux,Copper,CNG,Manual,845498.32,2024-02-11,2024-05-04,Punjab,20.3,1.8,0,0,5,172.5,294
Tata Tiago,XZ+ Lux,Grey,Petrol,Manual,543866.5,2023-05-01,2023-05-12,Haryana,25.7,1.1,0,0,5,189.8,426
Tata Tiago,XE,Copper,Diesel,Automatic,760653.73,2024-03-27,2024-09-17,Madhya Pradesh,21.9,1.5,0,0,5,173.3,343
Tata Tigor,XE,Silver,Electric,Manual,936140.81,2024-06-17,2024-10-31,Gujarat,22.8,0,43.0,9.8,5,207.5,362
Tata Safari,XZ+ Lux,Green,Petrol,Automatic,2063519.73,2023-02-19,2023-05-06,Uttar Pradesh,15.6,1.4,0,0,7,194.9,382
Tata Safari,XE,Black,Diesel,Automatic,2014839.09,2023-03-30,2023-05-11,Odisha,16.4,1.9,0,0,5,207.0,410
Tata Safari,XZ,Blue,Petrol,Automatic,1599623.99,2023-03-28,2023-04-05,Kerala,15.5,1.0,0,0,7,198.5,336
Tata Tiago,XZ+,Orange,Diesel,Manual,526871.27,2022-11-03,2023-04-01,Rajasthan,19.8,1.4,0,0,5,204.0,379
Tata Altroz,XE,Green,Petrol,Manual,933232.95,2024-01-20,2024-02-28,Haryana,24.0,1.1,0,0,5,175.2,264
Tata Harrier,XZ+,Blue,CNG,Manual,2044886.76,2023-12-14,2024-01-24,Kerala,16.6,1.2,0,0,5,169.9,264
Tata Nexon,XZ,Blue,CNG,Automatic,1008249.4,2024-05-25,2024-07-20,Kerala,19.1,1.3,0,0,5,176.3,371
Tata Safari,XZ,Copper,Diesel,Automatic,1785383.36,2022-12-20,2023-02-01,Haryana,14.6,1.2,0,0,7,182.8,305
Tata Harrier,XZ+ Lux,Bronze,Electric,Automatic,1535066.78,2023-09-17,2023-11-13,Odisha,15.9,0,40.6,8.9,5,173.0,325
Tata Safari,XM,Bronze,Electric,Automatic,1778394.63,2022-12-13,2023-01-20,Karnataka,14.6,0,36.5,6.4,7,167.4,351
Tata Nexon,XM,Red,Petrol,Automatic,1310267.57,2023-01-29,2023-02-09,West Bengal,19.5,1.4,0,0,5,172.1,307
Tata Tiago,XM,Bronze,Diesel,Automatic,662257.07,2024-09-11,2024-11-12,Rajasthan,21.2,1.6,0,0,5,190.1,348
Tata Altroz,XZ,Grey,CNG,Manual,920762.74,2022-10-24,2022-12-18,Karnataka,23.0,1.4,0,0,5,187.7,432
Tata Tiago,XM,Copper,Petrol,Manual,745392.41,2024-02-04,2024-02-28,Haryana,20.1,1.6,0,0,5,169.7,273
Tata Altroz,XZ+,Blue,Petrol,Manual,913293.5,2023-09-25,2024-01-14,Bihar,23.1,1.1,0,0,5,182.8,398
Tata Tiago,XZ,Orange,CNG,Manual,720408.69,2024-07-18,2024-07-19,Punjab,19.7,1.6,0,0,5,173.4,334
Tata Tigor,XZ+,White,Diesel,Automatic,646089.66,2024-03-19,2024-06-02,West Bengal,19.9,1.2,0,0,5,209.2,444
Tata Tiago,XM,White,Electric,Manual,532253.99,2023-05-05,2023-09-25,Delhi,22.7,0,32.8,7.9,5,165.9,419
Tata Altroz,XZ+,Green,Electric,Manual,635901.82,2024-07-08,2024-10-08,Uttar Pradesh,20.5,0,49.3,8.7,5,191.4,441
Tata Altroz,XM,Black,Petrol,Manual,808264.82,2023-05-30,2023-10-13,Maharashtra,21.4,1.8,0,0,5,199.2,392
Tata Nexon,XZ+ Lux,Blue,Petrol,Manual,962834.98,2022-11-14,2023-02-12,Telangana,19.7,1.5,0,0,5,187.4,359
Tata Nexon,XE,Copper,CNG,Manual,757714.25,2023-03-17,2023-07-26,Maharashtra,20.9,1.7,0,0,5,202.7,433
Tata Altroz,XM,Copper,Petrol,Automatic,868558.59,2023-12-30,2024-04-26,Gujarat,19.8,1.5,0,0,5,167.7,436
Tata Tigor,XM,White,Petrol,Manual,690351.69,2023-07-28,2023-09-01,Rajasthan,21.5,1.6,0,0,5,178.4,439
Tata Safari,XZ+,Grey,Petrol,Automatic,2460667.35,2023-05-01,2023-07-03,Rajasthan,15.7,1.4,0,0,7,168.5,295
Tata Altroz,XM,Copper,Diesel,Manual,718011.47,2023-02-25,2023-05-24,Kerala,23.0,1.1,0,0,5,178.9,336
Tata Safari,XE,Bronze,Diesel,Manual,2384133.64,2022-12-17,2023-02-27,Madhya Pradesh,14.3,1.0,0,0,5,186.1,402
Tata Harrier,XZ+ Lux,Red,Diesel,Automatic,2336712.94,2024-06-05,2024-09-07,Haryana,16.0,1.9,0,0,5,167.0,365
Tata Nexon,XZ+,Silver,Petrol,Manual,816682.04,2023-10-28,2024-02-10,Gujarat,18.9,1.4,0,0,5,185.5,259
Tata Tiago,XZ+,Orange,Diesel,Manual,663117.65,2023-01-20,2023-04-25,Telangana,21.3,1.2,0,0,5,201.3,331
Tata Altroz,XM,Black,Electric,Manual,780050.1,2023-02-19,2023-04-02,Kerala,20.9,0,41.6,7.3,5,182.1,290
Tata Harrier,XE,Red,Petrol,Manual,1890513.85,2022-11-23,2023-03-03,Telangana,15.7,1.6,0,0,5,184.7,430
Tata Harrier,XZ,Silver,Diesel,Manual,2186542.48,2024-07-31,2024-08-22,Rajasthan,14.7,1.9,0,0,7,207.6,255
Tata Harrier,XZ,Black,Petrol,Automatic,1543875.18,2023-11-28,2024-04-05,Odisha,15.5,1.9,0,0,7,203.4,330
Tata Altroz,XZ+,Bronze,Petrol,Manual,707400.68,2023-08-24,2023-10-07,Tamil Nadu,21.9,1.1,0,0,5,166.4,312
Tata Tiago,XE,Green,Petrol,Manual,633519.01,2023-01-31,2023-07-19,Punjab,23.3,1.1,0,0,5,205.8,321
Tata Punch,XZ,Grey,Diesel,Manual,725343.31,2024-05-08,2024-09-10,Kerala,23.0,1.9,0,0,5,194.1,320
Tata Punch,XM,Red,Diesel,Manual,793575.82,2023-02-14,2023-06-23,Madhya Pradesh,21.8,1.2,0,0,5,196.2,347
Tata Safari,XZ,Orange,Petrol,Manual,2406920.78,2023-08-25,2023-12-25,Maharashtra,15.4,1.8,0,0,7,187.2,333
Tata Punch,XE,Orange,Petrol,Automatic,918727.57,2024-02-24,2024-04-01,Rajasthan,19.7,1.9,0,0,5,167.9,415
Tata Punch,XZ+ Lux,Bronze,Petrol,Manual,617605.36,2023-03-15,2023-08-08,Haryana,20.1,1.8,0,0,5,165.8,279
Tata Altroz,XM,White,Petrol,Automatic,768406.47,2022-09-24,2022-10-15,Haryana,24.6,1.3,0,0,5,166.5,307
Tata Tigor,XZ+ Lux,Black,Petrol,Manual,704322.08,2023-12-19,2024-02-26,Tamil Nadu,22.0,1.7,0,0,5,172.7,296
Tata Punch,XE,White,Electric,Manual,646242.63,2024-05-06,2024-06-04,Madhya Pradesh,23.1,0,44.2,6.9,5,194.1,381
Tata Tigor,XZ,Orange,Petrol,Automatic,691471.37,2024-03-18,2024-06-17,Punjab,19.4,1.3,0,0,5,190.6,366
Tata Altroz,XZ+,Black,Electric,Manual,633604.54,2024-01-15,2024-06-18,Uttar Pradesh,21.2,0,42.1,9.3,5,183.0,334
Tata Altroz,XM,Blue,Electric,Manual,919064.35,2024-07-31,2024-12-20,Odisha,22.0,0,35.3,10.0,5,200.9,429
Tata Punch,XE,Grey,Petrol,Manual,872900.11,2024-01-08,2024-03-10,Punjab,22.0,1.9,0,0,5,176.2,261
Tata Harrier,XZ+ Lux,White,Diesel,Manual,1724764.26,2022-11-18,2023-05-02,Punjab,14.1,1.1,0,0,7,200.7,299
Tata Harrier,XZ+ Lux,Copper,CNG,Automatic,1549921.64,2023-05-03,2023-07-20,Kerala,16.5,1.7,0,0,7,195.5,299
Tata Tiago,XE,White,Diesel,Manual,731897.39,2024-06-11,2024-08-27,Odisha,22.0,1.2,0,0,5,192.1,330
Tata Punch,XZ,Grey,Petrol,Manual,855193.61,2023-04-19,2023-08-21,Bihar,22.5,1.4,0,0,5,207.8,441
Tata Safari,XE,Bronze,CNG,Automatic,1734517.95,2022-12-25,2023-02-02,Haryana,15.5,1.8,0,0,7,179.8,316
Tata Altroz,XE,Black,Petrol,Manual,652331.96,2024-09-16,2024-11-08,Bihar,19.5,2.0,0,0,5,178.1,369
Tata Punch,XM,Silver,Petrol,Automatic,989175.85,2024-03-07,2024-07-22,Karnataka,19.4,1.9,0,0,5,175.5,350
Tata Nexon,XE,Green,Diesel,Manual,1324994.48,2024-05-04,2024-07-20,Haryana,20.6,1.4,0,0,5,208.9,324
Tata Nexon,XZ+ Lux,White,Petrol,Manual,915380.0,2023-07-14,2023-12-27,Telangana,16.3,1.6,0,0,5,181.1,261
Tata Altroz,XZ+ Lux,White,Petrol,Manual,627629.82,2023-02-09,2023-05-08,Punjab,24.0,1.7,0,0,5,188.5,337
Tata Tiago,XZ+ Lux,Green,Diesel,Manual,737881.4,2023-02-28,2023-05-24,Tamil Nadu,25.2,1.3,0,0,5,193.8,400
Tata Altroz,XE,Orange,Electric,Manual,685437.31,2023-04-30,2023-07-10,Maharashtra,21.6,0,36.8,9.4,5,196.0,361
Tata Tigor,XM,Orange,Diesel,Automatic,929911.15,2023-05-27,2023-07-16,Tamil Nadu,23.5,1.1,0,0,5,204.7,309
Tata Harrier,XZ+ Lux,Black,Petrol,Automatic,1636634.14,2023-06-17,2023-08-22,Odisha,14.5,1.1,0,0,5,192.0,251
Tata Nexon,XZ+ Lux,Green,Petrol,Manual,730010.54,2024-02-23,2024-05-23,Karnataka,17.6,1.5,0,0,5,201.1,268
Tata Tiago,XM,Black,Diesel,Manual,759965.65,2023-03-02,2023-04-21,Delhi,21.1,1.1,0,0,5,179.5,391
Tata Punch,XZ+ Lux,Green,Diesel,Manual,976051.8,2023-03-29,2023-04-26,Karnataka,22.4,1.1,0,0,5,166.0,250
Tata Punch,XE,Silver,Petrol,Automatic,811303.11,2022-11-13,2023-04-27,Karnataka,23.1,1.6,0,0,5,198.7,372
Tata Punch,XZ+,Grey,Electric,Automatic,976854.49,2023-11-28,2024-02-02,Uttar Pradesh,21.0,0,35.4,9.4,5,170.4,361
Tata Nexon,XM,Bronze,Diesel,Automatic,1214543.03,2022-10-26,2022-11-27,Gujarat,16.0,2.0,0,0,5,201.5,283
Tata Punch,XZ,Blue,Diesel,Manual,887204.07,2022-10-20,2022-11-30,Punjab,19.1,1.4,0,0,5,172.5,437
Tata Harrier,XE,Grey,Petrol,Manual,1418360.32,2023-01-01,2023-03-26,Madhya Pradesh,15.3,1.8,0,0,5,180.4,264
Tata Tiago,XZ+ Lux,Blue,Petrol,Manual,509566.96,2024-08-17,2024-10-26,Haryana,19.7,1.8,0,0,5,179.1,401
Tata Punch,XZ,Green,Petrol,Automatic,807792.8,2024-03-25,2024-05-21,Punjab,23.7,1.2,0,0,5,190.0,336
Tata Punch,XZ+,Blue,Petrol,Automatic,813066.76,2024-05-08,2024-05-17,Rajasthan,21.3,1.3,0,0,5,180.3,263
Tata Nexon,XZ+,Silver,Petrol,Manual,742385.52,2024-06-18,2024-08-01,Uttar Pradesh,18.1,1.8,0,0,5,189.1,310
Tata Tigor,XZ+,Orange,Petrol,Automatic,802675.94,2022-12-04,2022-12-06,Punjab,25.0,1.5,0,0,5,181.7,259
Tata Tigor,XZ+,Orange,Petrol,Automatic,603835.9,2024-08-02,2024-11-28,Rajasthan,21.7,1.1,0,0,5,167.0,310
Tata Tiago,XE,Red,Electric,Manual,776605.86,2024-08-05,2024-10-06,Delhi,19.9,0,47.4,8.4,5,180.1,329
Tata Nexon,XE,Red,Electric,Manual,1312383.71,2022-11-30,2023-02-21,Telangana,16.8,0,34.5,6.0,5,208.7,315
Tata Harrier,XZ+ Lux,Grey,Diesel,Automatic,1423958.17,2023-01-10,2023-03-22,Delhi,16.9,1.0,0,0,5,198.5,377
Tata Altroz,XE,White,Diesel,Automatic,865446.09,2023-04-02,2023-04-06,Madhya Pradesh,23.0,1.3,0,0,5,196.7,397
Tata Safari,XE,Copper,Diesel,Automatic,2104566.25,2023-02-28,2023-03-10,Gujarat,14.2,1.8,0,0,5,188.0,259
Tata Punch,XE,Blue,Petrol,Automatic,793955.63,2022-11-08,2022-11-24,Punjab,20.9,1.3,0,0,5,175.1,313
Tata Safari,XE,Red,Petrol,Manual,2401011.21,2023-09-14,2023-10-21,Gujarat,14.4,1.6,0,0,7,184.4,392
Tata Safari,XZ+ Lux,Orange,CNG,Manual,2441857.71,2024-08-21,2024-12-18,Telangana,14.9,1.7,0,0,7,188.5,306
Tata Tigor,XZ+ Lux,Blue,Petrol,Automatic,647928.92,2023-10-11,2024-03-23,West Bengal,22.7,1.9,0,0,5,191.6,377
Tata Tiago,XE,Silver,Diesel,Automatic,668047.28,2024-08-27,2024-11-03,Gujarat,23.1,1.0,0,0,5,182.0,404
Tata Tiago,XZ+ Lux,Bronze,Diesel,Manual,794757.06,2023-04-13,2023-10-06,Kerala,20.9,1.7,0,0,5,168.8,367
Tata Altroz,XZ,Grey,Petrol,Manual,814067.84,2023-04-30,2023-08-05,Maharashtra,23.5,1.6,0,0,5,188.0,428
Tata Safari,XZ+,Bronze,Petrol,Automatic,2331022.77,2023-02-19,2023-05-17,Odisha,14.3,1.1,0,0,5,171.1,429
Tata Tiago,XZ+,White,Diesel,Manual,655542.67,2022-11-11,2023-03-19,Madhya Pradesh,21.3,1.5,0,0,5,169.7,382
Tata Altroz,XZ+ Lux,Bronze,CNG,Manual,723888.77,2022-12-23,2023-02-06,West Bengal,19.7,1.3,0,0,5,204.4,383
Tata Nexon,XZ+ Lux,White,Diesel,Manual,870138.71,2024-01-10,2024-05-07,Rajasthan,16.4,1.5,0,0,5,175.2,342
Tata Harrier,XZ,Black,Petrol,Automatic,2000222.57,2024-08-02,2024-11-08,Kerala,14.3,1.5,0,0,7,186.0,415
Tata Tigor,XE,Silver,Petrol,Manual,725530.34,2023-09-20,2023-09-30,Uttar Pradesh,20.6,1.6,0,0,5,181.2,260
Tata Nexon,XZ+ Lux,White,Petrol,Manual,746399.12,2024-02-21,2024-04-01,Karnataka,19.9,1.1,0,0,5,201.1,291
Tata Punch,XZ+ Lux,Orange,Petrol,Manual,989281.94,2024-03-25,2024-09-14,Telangana,19.8,1.7,0,0,5,166.1,332
Tata Harrier,XZ,Copper,Electric,Automatic,2105306.05,2024-02-23,2024-03-05,Tamil Nadu,15.7,0,36.7,8.5,5,205.8,377
Tata Tigor,XZ+ Lux,Silver,Petrol,Automatic,842003.2,2022-09-26,2023-03-07,Uttar Pradesh,23.9,1.5,0,0,5,202.7,430
Tata Harrier,XZ,Black,Petrol,Automatic,2218806.34,2023-02-21,2023-05-09,Haryana,17.0,1.1,0,0,7,200.1,446
Tata Harrier,XZ+,Silver,Diesel,Automatic,2055962.28,2023-09-20,2023-11-25,Odisha,15.6,1.9,0,0,5,175.3,445
Tata Harrier,XZ+,Black,Petrol,Automatic,1754876.14,2024-04-03,2024-06-18,Delhi,16.3,1.6,0,0,5,193.2,436
Tata Nexon,XE,Silver,CNG,Manual,918754.54,2023-02-16,2023-07-09,West Bengal,19.6,1.8,0,0,5,167.4,435
Tata Harrier,XZ,Green,Diesel,Manual,1479397.97,2023-07-04,2023-08-21,Madhya Pradesh,14.3,1.4,0,0,7,188.7,389
Tata Harrier,XZ+ Lux,Blue,Petrol,Manual,1604462.19,2024-09-16,2024-09-20,Rajasthan,14.9,1.2,0,0,5,175.5,319
Tata Tiago,XZ+,Green,Petrol,Manual,624155.81,2023-02-04,2023-05-25,Gujarat,21.7,1.0,0,0,5,193.9,316
Tata Altroz,XZ+,Red,CNG,Manual,607683.7,2024-02-14,2024-04-14,Maharashtra,24.3,1.8,0,0,5,165.2,363
Tata Tigor,XE,Black,Diesel,Manual,922306.41,2024-03-11,2024-05-05,Bihar,23.3,1.5,0,0,5,174.8,312
Tata Safari,XZ+,Copper,Diesel,Manual,1782085.05,2024-05-28,2024-09-16,Delhi,16.4,1.0,0,0,5,209.0,283
Tata Tigor,XZ,Black,Diesel,Manual,835989.98,2023-12-19,2024-06-08,Uttar Pradesh,22.1,1.9,0,0,5,186.1,409
Tata Nexon,XM,Silver,Petrol,Automatic,1099612.3,2024-04-25,2024-07-10,Madhya Pradesh,17.3,1.5,0,0,5,190.4,420
Tata Nexon,XE,Grey,CNG,Automatic,881561.09,2024-01-09,2024-02-23,Uttar Pradesh,17.1,1.4,0,0,5,209.7,335
Tata Nexon,XE,White,Diesel,Manual,825997.12,2024-07-23,2024-07-24,Odisha,18.1,2.0,0,0,5,209.5,296
Tata Harrier,XE,Black,Petrol,Automatic,1456607.21,2022-12-18,2023-01-01,Rajasthan,16.1,1.3,0,0,7,198.8,314
Tata Tigor,XZ+ Lux,Green,Diesel,Manual,946452.66,2024-05-20,2024-10-22,Gujarat,21.2,1.9,0,0,5,174.8,401
Tata Nexon,XM,Silver,Petrol,Manual,894053.9,2024-02-19,2024-06-12,Uttar Pradesh,19.5,1.9,0,0,5,202.9,356
Tata Nexon,XZ+ Lux,Copper,Diesel,Manual,1136750.69,2023-09-07,2023-10-25,Telangana,18.0,1.6,0,0,5,191.1,269
Tata Punch,XZ+ Lux,Red,Diesel,Manual,807235.33,2023-04-12,2023-06-27,Kerala,22.7,1.3,0,0,5,176.5,402
Tata Tiago,XE,Red,Petrol,Automatic,748167.17,2024-09-02,2024-12-27,Haryana,22.1,1.8,0,0,5,185.9,254
Tata Tiago,XM,Blue,Electric,Manual,681990.7,2024-07-07,2024-11-29,Uttar Pradesh,19.1,0,38.6,9.5,5,165.9,371
Tata Tiago,XZ,Silver,Petrol,Automatic,511560.08,2023-11-29,2024-05-03,Madhya Pradesh,25.0,1.8,0,0,5,187.3,342
Tata Safari,XZ+ Lux,Bronze,Petrol,Manual,1732472.57,2024-07-02,2024-07-16,Telangana,15.8,1.0,0,0,7,197.0,317
Tata Tigor,XZ+ Lux,Copper,Diesel,Automatic,719931.2,2022-11-21,2022-12-04,Delhi,19.9,1.2,0,0,5,209.7,364
Tata Safari,XE,Grey,Diesel,Automatic,2022218.59,2024-01-08,2024-03-10,Tamil Nadu,14.8,1.4,0,0,7,191.5,294
Tata Tigor,XZ+ Lux,Grey,Diesel,Automatic,801800.71,2022-10-05,2022-12-08,Telangana,24.1,1.4,0,0,5,185.2,288
Tata Altroz,XM,Orange,Diesel,Manual,921321.98,2023-01-07,2023-03-23,Gujarat,19.1,1.6,0,0,5,198.5,297
Tata Altroz,XZ+ Lux,Grey,Electric,Manual,811975.24,2022-11-22,2023-01-23,Karnataka,24.4,0,49.1,6.7,5,199.2,427
Tata Punch,XZ+ Lux,Bronze,Petrol,Manual,609695.08,2023-10-26,2023-10-30,Maharashtra,20.6,1.3,0,0,5,174.2,435
Tata Tiago,XM,Red,Diesel,Automatic,762353.72,2022-11-26,2022-12-13,Haryana,24.4,1.6,0,0,5,204.4,369
Tata Tigor,XE,Copper,Diesel,Manual,842802.92,2023-05-30,2023-09-01,Karnataka,21.4,1.5,0,0,5,167.9,286
Tata Harrier,XZ+,Black,Diesel,Manual,1441888.22,2024-04-03,2024-04-15,Karnataka,14.1,1.8,0,0,7,176.2,339
Tata Nexon,XZ+,White,Petrol,Automatic,938612.47,2024-02-16,2024-06-21,Gujarat,21.5,1.5,0,0,5,177.0,251
Tata Safari,XE,Bronze,Diesel,Manual,1874572.82,2023-02-10,2023-05-08,Kerala,14.2,1.3,0,0,5,206.8,341
Tata Tigor,XE,Black,Petrol,Manual,868751.66,2023-04-27,2023-06-21,Telangana,19.6,1.3,0,0,5,188.1,349
Tata Punch,XE,Red,Petrol,Automatic,792571.86,2022-12-02,2023-04-18,Punjab,21.1,1.2,0,0,5,176.5,391
Tata Altroz,XZ+ Lux,Silver,Electric,Manual,866959.85,2023-11-17,2024-02-02,West Bengal,24.8,0,46.8,6.3,5,185.6,370
